name_muni;abbrev_state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Itabirito;MG;34448;42876;57160;58081;59037;72334;87832;74672;109934;121634;145025;165772;186003;175286;183078;177392;220328
Itacambira;MG;265;426;592;1070;1606;2445;4100;3002;4624;4812;4432;3841;1660;1460;1744;1852;2029
Itacarambi;MG;2965;3283;3476;3975;4061;3861;5525;5759;7193;8030;9212;9526;9199;10546;9932;12708;12858
Itaguara;MG;3919;5000;6945;8024;8489;9318;13100;8844;9806;13408;14380;13670;15747;17902;20888;25899;27477
Itaipé;MG;943;1063;1018;1363;1844;1249;1248;762;890;1053;1634;1072;1242;2398;2141;2535;3024
Itajubá;MG;122704;111315;145900;159383;172127;219203;242321;276579;307616;334011;367554;357101;382082;382422;361973;443110;434506
Itamarandiba;MG;3793;4942;5608;6757;7089;6675;6668;5488;9637;10726;10835;11769;13176;14278;18573;20053;21652
Itamarati de Minas;MG;900;1164;1533;1905;2192;1838;1913;1676;2572;2889;3145;2494;1805;1772;1777;2335;2288
Itambacuri;MG;4237;5293;5629;6367;5565;6297;7264;7776;8645;8831;11156;12434;10314;12597;16069;15737;18499
Itambé do Mato Dentro;MG;283;375;315;400;526;407;515;426;463;620;781;806;835;747;890;1012;989
Itamogi;MG;1985;2188;3499;3112;4354;3474;3900;2973;5592;4462;7997;7518;8890;7897;15254;10718;13396
Itamonte;MG;11320;12103;12466;13989;19027;39064;59532;43550;43266;50807;70886;96836;110169;108275;112222;110939;132235
Itanhandu;MG;5841;6563;8032;11361;13001;12149;16819;19661;17932;17678;18648;18796;20965;21675;24098;25207;23949
Itanhomi;MG;1096;1535;1679;2121;2434;1664;1467;1586;2230;2481;2896;2118;2453;3155;3581;3937;4125
Itaobim;MG;3724;4716;5239;10132;11916;11899;14085;14064;13476;13268;14492;14558;18400;27252;21902;20906;23021
Itapagipe;MG;7407;8977;9875;10714;13931;18350;20783;12600;21755;26000;27779;28149;36965;31740;34713;33978;36213
Itapecerica;MG;7884;9762;10608;12352;11601;13341;15728;12331;18473;21570;23819;25069;26055;26661;31857;38385;39388
Itapeva;MG;7672;11099;10234;11805;9604;9277;11028;13824;15565;16186;18219;31044;56281;33117;40541;52614;124185
Itatiaiuçu;MG;8637;11105;10893;11119;14401;18185;24709;15267;28172;36898;50308;51216;45541;35574;37615;47813;63094
Itaú de Minas;MG;160212;180746;164719;125639;70827;47664;59050;60622;72011;74955;75298;71764;70100;62603;58471;77760;57060
Itaúna;MG;84241;100200;130557;150043;172883;184815;219163;174740;248727;291212;305628;322028;314132;299708;338159;439871;460473
Itaverava;MG;596;794;825;957;997;974;1041;998;1063;1172;1302;1828;1904;2129;2316;2456;2084
Itinga;MG;750;877;916;1543;1730;1511;1856;1696;2778;3209;3034;3909;5036;6117;7026;6801;5744
Itueta;MG;1027;1253;2138;2115;1710;1553;1505;1233;1458;1576;1773;1610;2179;2624;3196;4171;4512
Ituiutaba;MG;71054;79065;87568;95570;106039;130410;139156;188798;218755;223590;244814;309787;324431;307994;340523;322447;320465
Itumirim;MG;625;792;822;1247;1241;853;803;644;845;945;1282;1009;1134;1721;2002;2251;1871
Iturama;MG;23836;27777;34618;37300;38085;41999;50967;50251;56460;73570;77881;103713;112528;101841;153817;108596;184291
Itutinga;MG;602;724;807;1083;1298;1034;1027;902;1322;1014;1274;1551;1101;1887;2346;3260;3135
Jaboticatubas;MG;2812;3304;3412;4603;5645;4345;4598;4402;5222;6292;7051;7446;8520;10050;10705;11979;12673
Jacinto;MG;902;934;980;1228;1476;1299;1684;1691;1885;2231;2309;2075;2423;2874;2805;3317;3799
Jacuí;MG;929;1172;1756;1923;2409;2964;2431;2111;2681;3316;3722;3510;3547;3826;5089;5034;6730
Jacutinga;MG;20570;26204;23469;26271;27809;33889;44218;37906;37414;46886;44391;43555;50277;53239;49912;82971;105806
Jaguaraçu;MG;291;347;383;2000;668;3363;4278;3657;5637;3890;4661;5335;7364;6343;6523;5425;7696
Jaíba;MG;3516;4419;5237;7695;9167;10354;12836;13298;16329;18782;23625;20935;25920;33529;38471;45570;45880
Jampruca;MG;368;448;474;544;597;531;662;408;739;617;817;721;736;978;1066;1268;1171
Janaúba;MG;13732;16844;18558;23537;31395;38703;46140;37028;39625;45069;52129;50089;67459;82497;93799;103000;109315
Januária;MG;8895;10462;11477;15549;16023;15675;18827;17516;21215;20585;28672;29314;32804;36702;39198;48296;45650
Japaraíba;MG;704;911;942;1402;1726;1636;2066;1910;1321;1533;1767;1411;1932;2170;1956;2506;3232
Japonvar;MG;448;516;580;947;1071;843;980;857;1005;1077;1251;1244;1678;1642;1850;1764;1790
Jeceaba;MG;13684;11531;6009;7657;14312;16164;114441;89786;38464;45012;74188;102653;117492;101749;104721;122884;157722
Jenipapo de Minas;MG;246;337;382;513;540;838;1600;1913;1110;774;923;728;1203;1524;1688;2920;3953
Jequeri;MG;1166;1454;1622;2250;2467;2036;2442;1925;2612;3421;3646;2798;4263;5204;7126;6276;7080
Jequitaí;MG;960;1120;1377;1606;2231;1877;1470;1828;2079;2700;2656;2046;3054;3361;3352;3643;3719
Jequitibá;MG;1175;1353;1382;1991;2405;2343;2214;2145;2611;2344;3813;3317;3701;4013;4142;4269;4257
Jequitinhonha;MG;2212;2532;2557;3185;3604;3238;3398;3415;3604;5660;5456;5295;7568;9348;10493;10538;10881
Jesuânia;MG;631;764;815;1115;1344;867;897;834;888;1217;1370;1229;1432;1830;2162;2745;2278
Joaíma;MG;1442;1500;1876;1821;1860;1482;1962;1749;2285;2481;2950;2971;3028;3959;4625;4998;5395
Joanésia;MG;500;575;596;702;752;1116;1125;885;960;886;887;832;867;1107;1384;1499;1511
João Monlevade;MG;124958;140308;280007;197586;203224;221802;245779;245342;308150;357654;281815;266551;271574;243420;253071;289311;311742
João Pinheiro;MG;12172;16360;21974;27194;29001;29193;34637;30901;49901;59607;65446;73584;82897;94367;106498;122605;129968
Joaquim Felício;MG;556;447;570;760;783;596;736;1444;3009;1056;1109;1114;1508;1229;1336;1298;1960
Jordânia;MG;713;971;1018;1231;1229;838;1239;1073;1269;1500;1629;1714;2437;2629;3316;3176;3972
José Gonçalves de Minas;MG;225;289;332;482;387;444;543;562;513;488;517;617;797;1253;1027;1221;1304
José Raydan;MG;283;341;351;568;632;527;626;768;1213;1694;1912;2221;2428;1636;3133;3246;2994
Josenópolis;MG;282;325;334;314;347;358;440;505;610;603;1076;497;505;744;774;720;743
Nova União;MG;996;1476;1677;1879;1905;1691;2125;1999;1985;2151;2462;2400;3665;3398;3828;5305;5768
Juatuba;MG;89542;97948;112026;126558;129899;149155;143703;148543;174375;179627;199198;204024;262219;242430;235212;236999;218071
Juiz de Fora;MG;780808;812636;842972;879848;905122;1108785;1240634;1258468;1676643;1826053;2015474;1929671;1746212;1911789;1792005;2131354;2457092
Juramento;MG;399;487;548;643;702;536;557;356;802;873;967;1226;1026;1308;1463;1322;1383
Juruaia;MG;1118;1322;1592;2226;2616;1834;2428;2355;3752;4190;4712;5615;6821;8152;9047;11078;9073
Juvenília;MG;293;451;458;579;619;695;676;590;741;1368;1179;1049;1065;1431;1537;1838;1645
Ladainha;MG;648;671;718;939;993;996;1233;1514;1831;1598;1897;1395;1552;1910;2307;2517;2492
Lagamar;MG;1530;2132;2455;3301;3657;3167;3327;3126;3720;4157;5735;6304;6688;8103;10266;11054;8806
Lagoa da Prata;MG;37879;46209;46488;57334;60815;62837;71734;76316;99459;104676;114140;147099;181945;176340;177106;213784;264042
Lagoa dos Patos;MG;297;385;541;620;733;673;740;617;1329;1149;1210;1022;1000;1169;1432;1560;1525
Lagoa Dourada;MG;2021;2448;2580;3429;3555;3511;3777;3743;4724;4542;4867;5148;4476;6603;10393;13314;13951
Lagoa Formosa;MG;2722;3672;3930;5056;5346;4259;5044;3881;5175;6829;8073;7734;10908;14507;19892;19405;22067
Lagoa Grande;MG;2308;2888;3378;4531;3182;4925;5087;5171;6028;5914;9000;8422;10952;13348;14962;18416;20507
Lagoa Santa;MG;45080;47695;52276;63070;72959;81196;99932;101156;140808;167370;193305;204380;251581;251146;311469;246640;225771
Lajinha;MG;3071;3786;4521;6317;7792;8128;10958;13268;14605;18828;17003;18469;20536;23891;31804;32245;37688
Lambari;MG;5999;6857;7759;8853;10416;8144;9001;9834;12171;14898;16023;17328;21175;22916;25825;29776;26346
Lamim;MG;250;323;312;475;505;484;562;644;854;957;1024;972;988;1171;1383;1908;1829
Laranjal;MG;1111;1351;1490;1895;1926;1578;1465;1839;2421;2198;2414;2123;2084;2559;2892;3876;3400
Lassance;MG;939;1523;1676;2248;2305;3028;3553;3114;4246;4595;4631;4745;5063;5403;5574;6467;5897
Lavras;MG;61564;78796;83070;95493;102856;121098;136325;136383;185766;206372;212103;235967;241396;226119;251732;292788;308675
Leandro Ferreira;MG;397;492;557;711;799;637;517;600;785;860;939;939;778;1109;1270;1345;1452
Leme do Prado;MG;378;520;636;885;827;654;1083;1073;1048;1086;1474;1000;1177;1876;2035;2274;2338
Leopoldina;MG;24558;28909;32224;38539;41194;41203;44654;48884;55170;58752;63158;71067;78515;93563;102174;110090;100672
Liberdade;MG;1331;1560;1536;1618;1864;2067;2395;1905;2715;2881;2784;3247;3450;3887;3963;4939;4080
Lima Duarte;MG;3308;3639;4002;5617;6252;5789;6589;6278;8326;9528;10024;12534;13751;13171;17860;17903;18949
Limeira do Oeste;MG;1828;1929;2609;4374;6426;6207;6732;7055;10652;8346;12198;18311;14159;24086;25912;21935;38627
Lontra;MG;449;499;423;656;849;711;930;838;755;1082;1207;1411;1469;1551;2068;2537;3035
Luisburgo;MG;490;627;793;1035;1303;715;781;610;817;1017;1148;997;1182;1771;1805;2077;2597
Luislândia;MG;265;354;447;664;780;608;876;1010;1198;1261;1267;1282;1331;1449;2073;1617;1341
Luminárias;MG;788;1117;1262;1360;1508;1341;1430;1029;1386;1413;1302;1576;2134;2820;3480;3979;3782
Luz;MG;7060;9040;10093;12800;13457;14647;17858;17625;21798;24411;28169;32980;37784;37789;36650;42578;46394
Machacalis;MG;731;889;944;1144;1235;1021;1201;1281;1556;1628;1809;3130;1948;2415;3955;3899;4999
Machado;MG;26564;25324;30155;28639;39163;41652;58683;66873;66694;88077;79451;136003;78014;89916;98254;92504;113997
Madre de Deus de Minas;MG;752;1123;1294;1812;1849;1605;1916;1692;2015;2444;3027;2822;4136;4601;6755;7139;8173
Malacacheta;MG;1678;1769;1649;2302;3032;3003;3361;3590;4440;5176;5986;5938;8325;8160;9709;9337;10947
Mamonas;MG;313;305;353;480;482;432;704;524;702;813;1094;1034;1111;1300;1516;1872;1763
Manga;MG;2234;2669;2544;3798;4124;3466;4184;4138;3878;4405;6147;5598;8025;9773;10724;10458;10419
Manhuaçu;MG;45395;51669;63484;77680;95285;100227;128187;124541;110989;144194;148431;156647;169929;182850;220513;282351;197473
Manhumirim;MG;4876;4279;5995;9679;11561;16206;29021;15166;22218;26988;29126;29269;36802;45403;53068;53500;62831
Mantena;MG;8039;10880;12294;16428;17170;16000;15746;13784;14639;15560;17229;17374;17711;20249;23305;26940;27581
Maravilhas;MG;2226;2703;5861;5771;5446;5702;9052;5441;8155;8379;7692;8199;7816;5769;8729;9482;15106
Mar de Espanha;MG;2725;3298;3270;4829;5499;4923;5252;6055;8303;8252;8525;8150;8654;9478;10258;14049;12796
Maria da Fé;MG;2269;2877;2874;3290;3806;3056;3319;2962;4395;4635;5597;5357;6578;8361;8085;10342;11458
Mariana;MG;33846;43943;86375;60043;69050;74616;100930;101552;127314;123251;141517;170021;141678;115235;94615;111475;111530
Marilac;MG;375;449;535;693;839;649;751;640;757;872;959;910;1011;1164;1423;1416;1468
Mário Campos;MG;1015;1254;1269;2139;2544;1752;3521;4893;5246;6094;6684;7786;9519;9513;9248;9660;8870
Maripá de Minas;MG;616;719;666;999;1015;1285;1452;1472;1613;2017;2227;3098;2675;2871;3256;4903;4156
Marliéria;MG;383;585;734;581;737;645;606;586;812;972;808;785;1132;1407;1399;1597;2178
Marmelópolis;MG;327;374;447;993;757;421;388;339;529;545;686;502;574;679;788;938;1127
Martinho Campos;MG;3857;5116;6106;7773;8619;8825;11258;9405;13299;15151;17236;18112;21602;22144;21025;29057;30511
Martins Soares;MG;702;791;1761;3010;5310;1762;2595;2637;3404;5123;4729;6071;7240;9261;11169;10821;17045
Mata Verde;MG;400;554;605;597;709;528;546;706;912;934;832;896;753;1095;1258;1469;1647
Materlândia;MG;320;473;494;647;696;575;651;598;879;986;1056;919;988;1088;1149;1259;1281
Mateus Leme;MG;15155;15953;23588;24776;24890;27368;32197;32715;44194;48401;53574;63720;61227;56692;57848;79013;75488
Matias Barbosa;MG;6702;15127;27878;26612;44470;48973;54469;64701;70409;56495;62432;73225;75862;66184;76416;97212;108592
Matias Cardoso;MG;1030;1518;1493;1992;1965;1751;1784;980;2002;2170;2550;2085;2544;4553;5224;6042;5672
Matipó;MG;9414;11249;12087;13810;18714;11516;11683;15092;20185;21612;28033;32331;21354;52083;56230;18083;52801
Mato Verde;MG;1714;2075;2315;3140;3524;2788;3042;2496;3170;3785;3824;3997;4383;3755;4554;5069;4766
Matozinhos;MG;36404;40653;44464;52165;59781;69999;85327;75004;95293;101672;133362;123365;136667;127914;124124;156201;142280
Matutina;MG;909;1410;1113;1323;1264;1225;1337;1263;1784;2120;2253;3175;2545;2840;3553;3441;4719
Medeiros;MG;550;758;828;1193;1315;962;975;659;1198;1481;1876;1818;2033;2661;3241;3239;4208
Medina;MG;1905;2539;2646;3658;4242;4081;4327;4209;5887;5582;6796;8909;8350;9979;13150;13247;12207
Mendes Pimentel;MG;850;995;1168;1461;1608;987;875;964;1290;1415;1206;1305;1027;1372;1820;2125;2018
Mercês;MG;1322;1586;1648;2056;2120;1891;2209;1762;3522;3924;5460;5192;5523;5888;7078;7956;8064
Mesquita;MG;600;675;622;819;869;800;959;804;857;990;821;692;955;1096;1341;1318;1279
Minas Novas;MG;2455;2961;3340;4216;4547;3733;4493;3724;4796;5351;6185;5531;7256;8268;8977;8703;10395
Minduri;MG;593;700;732;1186;1078;910;1221;1101;907;1069;1209;1764;2389;2986;3063;3637;2630
Mirabela;MG;1212;1498;1504;1831;2107;1843;1975;2245;2739;2972;3341;3375;3686;4619;5091;6959;6892
Miradouro;MG;3289;4185;4422;4383;3544;3801;7598;16343;8024;6855;7044;5646;6690;7856;9210;9492;9041
Miraí;MG;2389;2711;3234;4700;5748;4657;8117;6257;6818;7591;7537;7175;8869;12336;12817;15485;15763
Miravânia;MG;177;234;275;413;413;414;448;398;3524;799;653;546;611;742;813;1170;1120
Moeda;MG;652;798;911;1056;1156;1215;1500;1889;2300;2459;2376;2598;3483;2884;3839;3995;4070
Moema;MG;1603;1871;1965;2255;2417;2213;2251;1754;2597;3214;3731;4075;4519;5063;7631;9171;9431
Monjolos;MG;264;411;383;386;356;311;320;315;392;419;436;373;454;1503;1450;936;823
Monsenhor Paulo;MG;2749;6123;7320;6773;5689;6404;6439;7680;11779;14885;17911;18474;17184;14237;16577;19693;12828
Montalvânia;MG;1575;1877;1910;2399;2567;2368;2505;2297;3293;4609;5231;3346;4124;5171;5490;6663;6200
Monte Alegre de Minas;MG;5520;6992;7198;9979;9630;8697;10659;10045;12878;16953;18378;17387;20664;22436;25492;30427;30791
Monte Azul;MG;2644;2736;3005;3760;3894;3647;4112;3064;4185;6016;6048;6436;7404;7672;8166;9786;9051
Monte Belo;MG;6498;7934;5702;7124;9126;7524;10775;11000;12624;13549;15185;16043;15830;17942;22757;22816;26369
Monte Carmelo;MG;26112;30398;36561;42626;49443;63817;72526;53399;91966;105040;92105;117631;134146;118474;85885;118446;116725
Monte Formoso;MG;147;241;282;349;365;354;509;484;375;419;472;453;556;678;828;969;1178
Monte Santo de Minas;MG;9065;11103;7751;12873;9846;9521;12705;14749;14158;16853;16875;18223;21631;23881;27560;23537;27567
Montes Claros;MG;278844;292990;315202;369651;373584;416917;425163;445024;513743;561115;644086;734808;807351;788464;934474;1031364;1060100
Monte Sião;MG;18179;19554;18978;17715;16317;13192;16909;17125;22105;24045;24834;22230;23616;33489;31425;38624;34149
Montezuma;MG;383;466;547;733;891;877;826;796;971;747;1122;938;1101;1260;1241;1480;1638
Morada Nova de Minas;MG;1708;2450;2627;3657;3732;3252;3328;3039;3842;3971;5168;5274;6210;8143;9465;10054;11080
Morro da Garça;MG;1448;1745;1942;1311;1982;732;1026;636;1881;2124;2251;2360;2099;2836;3209;2685;2468
Morro do Pilar;MG;314;416;366;502;473;403;552;626;1245;2432;4929;6354;2734;1012;942;1198;1171
Munhoz;MG;769;986;943;1257;1405;1289;1297;1180;1335;1388;1599;1609;2173;3347;5269;6908;6285
Muriaé;MG;41869;49524;52186;64334;77458;75540;92420;98133;110503;120940;129714;139574;154205;152325;174113;184785;184494
Mutum;MG;3698;4962;5346;7772;7840;6190;8488;9179;11578;13435;13926;16233;18994;19131;24439;24035;28261
Muzambinho;MG;5570;6647;7917;9278;10018;10149;11380;14031;16020;18117;20512;19321;25610;28327;31694;33182;30432
Nacip Raydan;MG;190;241;275;334;354;330;412;512;575;574;552;833;1127;1036;1100;697;713
Nanuque;MG;16167;17919;19900;21628;27108;28186;33859;29598;36481;36745;41822;42815;43910;51029;54870;52890;62735
Naque;MG;475;581;706;906;1406;1125;1403;1262;1190;2046;2072;2363;2819;3099;3794;3731;4110
Natalândia;MG;364;519;379;565;638;659;503;491;1014;971;1117;1072;2291;1656;1849;2031;2132
Natércia;MG;676;785;921;1390;1527;1366;1722;1871;2445;2854;3220;2786;2736;3957;6786;4886;5873
Nazareno;MG;1749;2188;2120;3111;2583;2201;3731;2891;4352;5601;6188;6449;6968;6748;10818;12067;17702
Nepomuceno;MG;6806;7129;10686;8677;11409;7751;9043;8395;11608;14534;16742;17522;21816;23357;27607;30532;31499
Ninheira;MG;391;504;504;634;938;701;913;872;1290;1325;1475;1208;1294;2473;2566;2767;3296
Nova Belém;MG;280;345;341;501;649;536;462;718;577;524;602;406;726;971;1125;1084;1137
Nova Era;MG;18493;22917;28486;26396;31951;34959;44413;43706;49446;49529;48531;56706;51326;26198;25905;26470;27732
Nova Lima;MG;82272;109558;108074;138576;157668;223905;288372;235226;340157;382952;573256;529185;599962;679821;834427;848528;865067
Nova Módica;MG;390;503;584;780;761;692;681;549;722;857;854;746;775;1178;1318;1481;1534
Nova Ponte;MG;6633;9465;12223;15256;12769;12020;16257;14846;17827;20204;20500;19650;28288;21753;27740;34578;32055
Nova Porteirinha;MG;920;1182;1598;2083;1742;1714;1702;1427;1740;1742;1991;1899;1958;3858;4147;4744;4966
Nova Resende;MG;1896;2324;3437;4144;4975;3860;10136;2124;8425;11241;10801;10083;15614;14989;12572;20912;21505
Nova Serrana;MG;28402;34670;44616;55369;59914;60619;76934;81252;118301;138273;162142;183475;198865;196606;230603;334513;250145
Novo Cruzeiro;MG;1752;2038;1852;2467;2802;3200;3524;3652;4562;4091;5270;3141;5510;6232;8865;9709;10304
Novo Oriente de Minas;MG;646;759;824;916;1128;965;1257;1102;1689;2121;2077;1378;1422;1784;2856;3436;4516
Novorizonte;MG;342;332;488;606;712;600;591;1278;2088;2112;2619;3009;3225;3756;5877;6675;6956
Olaria;MG;170;222;229;333;315;328;363;329;398;422;399;358;383;506;619;682;682
Olhos-d'Água;MG;488;992;1293;1611;1665;1525;1948;1703;2796;3206;3667;2531;2707;2867;3812;3553;4759
Olímpio Noronha;MG;414;453;498;736;786;559;838;843;885;944;1069;1113;1375;1515;1633;1695;1482
Oliveira;MG;16680;18828;21771;25579;30338;28100;31222;30527;37531;41631;47962;55625;62156;65167;69473;84819;81587
Oliveira Fortes;MG;210;251;388;556;458;413;508;521;569;628;566;535;459;573;935;925;923
Onça de Pitangui;MG;325;450;595;746;894;753;783;608;1057;797;1392;1612;1751;2296;1585;2549;2788
Oratórios;MG;368;449;529;746;858;680;710;602;867;1000;1656;1494;1507;1837;2026;2678;2533
Orizânia;MG;545;837;863;1084;1282;1193;1561;515;1584;1507;1440;1485;2076;1595;2057;2976;5171
Ouro Branco;MG;364549;424020;520065;618880;551082;519196;893053;345518;433470;489989;526463;555432;516416;559279;561698;647854;819202
Ouro Fino;MG;14622;16503;21797;26879;26843;18312;26298;29489;38851;47145;49939;49224;47811;54964;65108;70348;80521
Ouro Preto;MG;101854;106265;105363;125671;130975;136930;138502;134848;217281;259393;297546;306380;202346;154180;142015;165608;203110
Ouro Verde de Minas;MG;367;460;514;631;600;731;481;577;719;628;759;536;934;875;1326;1289;1222
Padre Carvalho;MG;378;519;489;511;555;409;412;1167;1679;1447;2179;1294;1489;1288;2834;2815;3689
Padre Paraíso;MG;1654;1958;2137;2576;3416;2633;2629;3417;3552;3464;4060;3465;5127;6709;7901;8246;8609
Paineiras;MG;896;1129;1290;1654;1598;1602;1657;1481;1902;2180;2232;2290;2185;2649;2851;3033;3248
Pains;MG;5239;6554;6531;10623;13582;13592;16683;14562;22045;28387;30089;34614;34391;34848;38404;52843;36981
Pai Pedro;MG;238;298;349;478;533;513;610;471;728;598;778;657;754;887;947;1069;1137
Paiva;MG;232;285;314;293;357;304;478;396;436;474;527;525;591;720;779;854;770
Palma;MG;739;1017;1148;1352;1445;1200;1255;1108;1342;1711;1836;1751;1596;1636;1974;2126;3292
Palmópolis;MG;332;440;332;430;501;405;509;390;535;705;647;610;681;995;1120;1195;1210
Papagaios;MG;3804;4649;5875;6639;10547;11776;10745;8891;10358;10510;12178;12906;13461;16056;17900;25136;24047
Paracatu;MG;47906;70248;76832;82769;77739;88403;100203;86692;104739;125020;143027;168298;150380;173026;218026;248305;289945
Pará de Minas;MG;61587;73720;87025;95033;104866;115704;146311;162649;213581;226197;239398;265064;281807;284633;308696;356405;393936
Paraguaçu;MG;8981;10761;12154;10702;12485;11256;12246;13564;20378;25651;24389;27399;26972;28534;36168;46260;37939
Paraisópolis;MG;21978;20826;38822;28113;27002;30659;35505;33498;43749;45658;41723;54970;50736;50368;55934;89792;74275
Paraopeba;MG;8245;12073;12650;15790;17456;20053;17886;16991;28776;30381;36056;39067;44102;45315;51686;69580;64205
Passabém;MG;140;169;175;192;220;273;252;329;405;520;776;1294;1292;511;523;695;884
Passa Quatro;MG;6075;6743;6873;8478;9191;9733;9403;10747;16796;18673;19286;17948;20041;22485;23853;31760;30685
Passa Tempo;MG;2914;4613;6387;8422;8301;11425;15437;11899;11806;11921;15720;16382;13836;15943;25856;34146;39273
Passa Vinte;MG;313;389;328;419;426;429;446;426;530;859;1208;923;872;773;851;830;906
Passos;MG;51056;57633;68996;87713;84302;88373;100195;105892;132971;145072;162866;168861;179444;190169;209312;218881;228155
Patis;MG;255;350;334;480;608;516;586;624;603;743;883;626;865;940;1302;1354;1361
